company_name,jse_code,careers_url,careers_status,relevance_note,active,scraping_status,country,source_type,official_website
Telma,,https://www.axian-group.com/recrutement/,amber_company_route,"Telecommunications · HQ Antananarivo. Private, majority-owned by Axian Group (Malagasy-owned); never listed. Recruitment routes through the parent group's portal.",true,pending,Madagascar,PRIVATE,https://telma.mg
Orange Madagascar,,https://orange.jobs/fr/fr/madagascar-results,amber_company_route,Telecommunications · HQ Antananarivo. Private subsidiary of Orange S.A. (Euronext Paris-listed parent; the Madagascar entity itself is unlisted). Careers portal confirmed Madagascar-specific and live.,true,pending,Madagascar,PRIVATE,https://www.orange.mg
Airtel Madagascar,,https://www.linkedin.com/jobs/airtel-madagascar-jobs-worldwide?f_C=1344416,amber_company_route,Telecommunications · HQ Antananarivo. Private subsidiary of Bharti Airtel (Airtel Africa; the Madagascar operating entity itself is unlisted). No reliable dedicated careers page found; LinkedIn jobs feed used as fallback.,true,pending,Madagascar,PRIVATE,https://www.airtel.mg
Brasseries STAR Madagascar,,https://www.star.mg/emplois/,amber_company_route,"Food & Beverage (brewing/bottling, THB beer) · HQ Antananarivo. Private, part of Groupe STAR Madagascar with Belgian brewer Unibra as a historical shareholder; never listed. Careers page active; individual postings (e.g. Chauffeur de Direction, Chef de Secteur) found live, though a total count could not be confirmed.",true,pending,Madagascar,PRIVATE,https://www.star.mg
Groupe Tiko,,,grey_none_verified,"Agribusiness/FMCG (dairy, edible oils, consumer goods) · HQ Antananarivo. Private, family-owned (Ravalomanana family); never listed. No stable careers page found; recruitment activity seen via Facebook and third-party boards only.",false,no_url,Madagascar,PRIVATE,
Henri Fraise Fils & Cie,,,grey_none_verified,"Trading/industrial equipment distribution (construction, agri-equipment, consumer goods import) · HQ Antananarivo. Private, long-established French-Malagasy trading house; never listed. No dedicated careers URL located; recruitment posted via LinkedIn/Facebook only.",false,no_url,Madagascar,PRIVATE,https://henrifraise.com
Rawbank,,https://rawbank-cand.talent-soft.com/offre-de-emploi/liste-offres.aspx,green_verified,"Banking · HQ Kinshasa. Private, family-owned (Rawji family); never listed; the largest bank in DRC. 11 live vacancies seen on fetch (Guichetier roles across several cities, Responsable Communication, Retail Banking Officer).",true,pending,DR Congo,PRIVATE,https://rawbank.com
Vodacom Congo,,https://process-talent.com/Emploi/entreprise/23,green_verified,"Telecommunications · HQ Kinshasa. Private operating subsidiary of Vodacom Group Ltd (JSE-listed parent; the DRC entity itself is not separately listed). 10 live vacancies seen on fetch (M-Pesa Treasury Specialist, M-Pesa Senior Accountant, Senior Specialist Margin Assurance).",true,pending,DR Congo,PRIVATE,https://www.vodacom.cd
Airtel RDC,,https://process-talent.com/Emploi/entreprise/101,green_verified,"Telecommunications · HQ Kinshasa. Private subsidiary of Airtel Africa plc (LSE/NSE-listed parent; the DRC entity itself is unlisted). 10 of 13 live vacancies seen on fetch (Responsable Regional Airtel Business, HRBP Airtel Money, Sourcing Buyer SCM).",true,pending,DR Congo,PRIVATE,https://www.airtel.cd
Orange RDC,,https://www.orange.cd/fr/emplois.html,amber_company_route,"Telecommunications · HQ Kinshasa. Private subsidiary of Orange S.A. (Euronext Paris-listed parent; the DRC entity itself is unlisted). Listings found on fetch carried a passed closing date, so treated as likely stale rather than currently live.",true,pending,DR Congo,PRIVATE,https://www.orange.cd
Trust Merchant Bank,,https://www.tmb.cd/tmb-carriere/,amber_company_route,"Banking · HQ Lubumbashi. Private, founded by Robert Levi Mwenze; investors include Arise B.V./FMO/Rabobank; never listed. Page directs candidates to social channels rather than listing openings on-page; 0 live postings at fetch time.",true,pending,DR Congo,PRIVATE,https://www.tmb.cd
Bralima,,https://careers.theheinekencompany.com/DemocraticRepublicCongo/,amber_company_route,"Brewing/FMCG · HQ Kinshasa. Private subsidiary of Heineken N.V. (Euronext Amsterdam-listed parent; Bralima itself unlisted). Only a talent-community signup was live at fetch time, no active listings visible.",true,pending,DR Congo,PRIVATE,https://bralima.net
Bracongo,,https://bracongo.cd/carriere/,amber_company_route,"Brewing/FMCG · HQ Kinshasa. Private subsidiary of Groupe Castel (French private conglomerate, unlisted). Site is age-gated and could not be independently fetch-verified this session.",true,pending,DR Congo,PRIVATE,https://bracongo.cd
Kamoa Copper,,https://www.kamoacopper.com/en/careers-2/,amber_company_route,"Mining (copper, Kamoa-Kakula) · HQ Kolwezi area, Lualaba. Majority-private joint venture (Zijin Mining ~33.6%, Ivanhoe Mines ~33.6%, both listed parents; DRC government holds a ~35% non-operating minority stake, noted for transparency). Careers page is JavaScript-rendered; vacancy count not independently verified.",true,pending,DR Congo,PRIVATE,https://www.kamoacopper.com
Kamoto Copper Company,,https://www.kamotocoppercompany.com/en/careers,amber_company_route,Mining (copper/cobalt) · HQ Kolwezi. Private subsidiary of Glencore plc (LSE/JSE-listed parent; KCC itself unlisted). Careers page resolved but is JavaScript-rendered; vacancy count not independently verified.,true,pending,DR Congo,PRIVATE,https://www.kamotocoppercompany.com
Mutanda Mining,,https://www.mutandamining.com/en/job-opportunities,amber_company_route,Mining (copper/cobalt) · HQ Kolwezi. Private subsidiary of Glencore plc. Vacancies section found but showed 0 extractable listings at fetch time.,true,pending,DR Congo,PRIVATE,https://www.mutandamining.com
MMG Kinsevere,,https://www.mmg.com/careers/careers-at-kinsevere/,amber_company_route,"Mining (copper) · HQ Kinsevere, near Lubumbashi. Private operating subsidiary of MMG Limited (HKEX/ASX-listed parent, majority-owned by China Minmetals; the DRC entity itself is unlisted). Page links to an external ATS; vacancy count not independently verified.",true,pending,DR Congo,PRIVATE,https://www.mmg.com
Chemaf,,https://www.chemaf.com/available-careers-opportunites/,amber_company_route,"Mining (copper/cobalt) · HQ Lubumbashi. Private, majority-owned by Shalina Resources; never listed. Careers page resolved but showed 0 open roles at fetch time.",true,pending,DR Congo,PRIVATE,https://www.chemaf.com
Tenke Fungurume Mining,,,grey_none_verified,"Mining (copper/cobalt) · HQ Fungurume, Lualaba. Private subsidiary of CMOC Group Limited (Shanghai/HKEX-listed parent), with Gecamines (state) holding a minority stake, noted for transparency; majority CMOC-controlled and privately operated. Official careers page returned a 404 at time of check.",false,no_url,DR Congo,PRIVATE,https://tfmofficial.com
TotalEnergies Marketing RDC,,https://totalenergies.cd/decouvrir-totalenergies-marketing-rdc-sa/carrieres,amber_company_route,Energy/fuel retail · HQ Kinshasa. Private subsidiary of TotalEnergies SE (Euronext Paris/NYSE-listed parent; DRC entity unlisted). Only a young-graduate programme and spontaneous applications were live at fetch time.,true,pending,DR Congo,PRIVATE,https://totalenergies.cd
Engen DRC,,https://www.engendrc.cd/carrieres/,amber_company_route,"Energy/fuel retail · HQ Kinshasa. Private subsidiary of Engen Petroleum (South Africa), itself majority-owned by PETRONAS (unlisted). 0 posted vacancies at fetch time.",true,pending,DR Congo,PRIVATE,https://www.engendrc.cd
Groupe Forrest International,,https://forrestgroup.com/emplois/,amber_company_route,"Diversified conglomerate (construction, mining services, agribusiness, healthcare) · HQ Lubumbashi/Katanga operations, corporate seat Wavre, Belgium. Private, family-owned (Forrest family) since 1922; never listed. Page explicitly states no vacancies at present.",true,pending,DR Congo,PRIVATE,https://forrestgroup.com
BGFIBank RDC,,https://rdc.groupebgfibank.com/carriere/nos-offres-demploi/,amber_company_route,"Banking · HQ Kinshasa. Private subsidiary of Groupe BGFIBank (Gabon-headquartered, privately held, unlisted). Careers page exists per search index; social-media posts from the bank show recent active recruitment (Chef d'Agence, Charge de Recouvrement, Charge de Relation Client), though not independently fetch-verified this session.",true,pending,DR Congo,PRIVATE,https://rdc.groupebgfibank.com
Somika,,https://www.somika.com/job_opportunities.php,amber_company_route,"Mining (copper cathode, cobalt hydroxide, sulfuric acid) · HQ Lubumbashi. Private, Congolese-owned; never listed. Page asks candidates to keep watching for postings; 0 live vacancies at fetch time.",true,pending,DR Congo,PRIVATE,https://www.somika.com
PHC Congo,,https://phc-congo.com/en/careers/,green_verified,"Agribusiness (palm oil) · HQ Kinshasa. Private, majority-owned by Kuramo Capital Management (US private equity) after Feronia's 2020 restructuring; never listed. 2 live vacancies seen on fetch (Directeur des Projets, Assistant(e) IT).",true,pending,DR Congo,PRIVATE,https://phc-congo.com
Kempinski Seychelles Resort,,https://jobo.sc/employers/kempinski-seychelles-resort/,green_verified,"Hospitality (luxury resort) · HQ Baie Lazare, Mahe. Private, operated by Kempinski Hotels S.A. (Geneva, unlisted). 9 live vacancies seen on fetch (Chef de Partie - Cold Kitchen, Housekeeping Supervisor, Junior Sous Chef, Room Attendant, Training Executive).",true,pending,Seychelles,PRIVATE,https://www.kempinski.com/en/seychelles-resort/
Raffles Seychelles,,https://careers.accor.com/global/en/raffles,green_verified,"Hospitality (luxury resort) · HQ Baie Ste Anne, Praslin. Managed under the Raffles brand of Accor S.A. (Euronext Paris-listed parent; the Seychelles operating property itself is not separately listed). Live vacancies confirmed on fetch (Chef de Partie, Housekeeping Supervisor, Reservations Agent, Executive Sous Chef, Beach Waiter).",true,pending,Seychelles,PRIVATE,https://www.raffles.com/seychelles/
Constance Hotels Seychelles,,https://careers.smartrecruiters.com/ConstanceHospitalityManagement/constance-hotels-and-resorts,green_verified,"Hospitality (resort group, Constance Ephelia / Constance Lemuria) · HQ Mahe/Praslin, managed from Mauritius. Private, Constance Hospitality Management; not stock-listed. 6 live vacancies seen on fetch across the two Seychelles properties (Horticulturist, Assistant Chief Engineer, Chef de Cuisine, Outlet Manager, Guest Service Agent).",true,pending,Seychelles,PRIVATE,https://www.constanceephelia.com
Mauritius Commercial Bank Seychelles,,https://jobo.sc/employers/mauritius-commercial-bank-seychelles-limited/,green_verified,"Banking · HQ Victoria, Mahe. Private subsidiary of MCB Group Ltd (Mauritius, SEM-listed parent; the Seychelles operating entity is not separately listed). 1 live vacancy seen on fetch (Teller - Retail Banking).",true,pending,Seychelles,PRIVATE,https://mcb.sc
Airtel Seychelles,,https://jobo.sc/employers/airtel/,green_verified,"Telecommunications · HQ Victoria, Mahe. Private limited company, part of the Bharti Airtel group (India-listed parent; the Seychelles entity itself is a separate private company). 1 live vacancy seen on fetch (Airtel Money Lead).",true,pending,Seychelles,PRIVATE,https://www.airtel.sc
Hunt Deltel and Co,,https://huntdeltel.com/about-us/careers/,amber_company_route,"Logistics/shipping/diversified trading · HQ Victoria, Mahe. Fully private, independent Seychellois family company since 1937; one of the largest private employers in Seychelles. 1 vacancy seen on fetch (Handyman, Fleet Logistics Centre) though its posted deadline had already passed at check time.",true,pending,Seychelles,PRIVATE,https://huntdeltel.com
Cable and Wireless Seychelles,,https://www.cwseychelles.com/careers,amber_company_route,"Telecommunications (Intelvision) · HQ Victoria, Mahe. Private, part of C&W Communications under Liberty Latin America (NASDAQ-listed parent; the Seychelles entity is private and not separately listed). 0 live vacancies confirmed at fetch time.",true,pending,Seychelles,PRIVATE,https://www.cwseychelles.com
Hilton Seychelles Labriz Resort and Spa,,https://jobo.sc/employers/hilton-seychelles-labriz-resort-spa/,amber_company_route,Hospitality (luxury resort) · HQ Silhouette Island. Managed by Hilton Worldwide Holdings (NYSE-listed) under a hotel management agreement; local ownership is a private investor. 0 live vacancies at fetch time.,true,pending,Seychelles,PRIVATE,https://www.hilton.com/en/hotels/sezlbhi-hilton-seychelles-labriz-resort-and-spa/
Four Seasons Resort Seychelles Desroches Island,,https://jobo.sc/employers/four-seasons-resort-seychelles-at-desroches-island/,amber_company_route,"Hospitality (luxury resort) · HQ Desroches Island. Managed by Four Seasons Hotels Limited (privately held, Cascade Investment/Kingdom Holding). 0 live vacancies at fetch time.",true,pending,Seychelles,PRIVATE,https://www.fourseasons.com/desroches/
Yas Comores,,https://www.yas.km/careers/,green_verified,"Telecommunications (mobile, internet, mobile money) · HQ Moroni. Private, subsidiary of AXIAN Telecom (Groupe AXIAN, Madagascar); not state-owned, not listed. Rebranded from Telma Comores in Nov 2024; the private challenger to the state operator. 6 live vacancies seen on fetch (Franchise Area Manager, Juriste d'Entreprise, Comptable Tax and Payroll, Route Sales Supervisor).",true,pending,Comoros,PRIVATE,https://www.yas.km/
Exim Bank Comores,,https://www.eximbank-km.com/fr/careers,amber_company_route,"Banking · HQ Moroni. Private subsidiary of Exim Bank Group (Tanzania-headquartered, with subsidiaries in Tanzania, Comoros, Djibouti, Uganda); not state-owned, not listed. Page states no positions currently open.",true,pending,Comoros,PRIVATE,https://www.eximbank-km.com/
AFG Bank Comores,,https://afgbankcomores.com/category/offres-demploi/,amber_company_route,"Banking · HQ Moroni. Private, sold in 2020 to Ivorian investors and now part of Atlantic Financial Group (AFG, Cote d'Ivoire); not state-owned, not listed. Formerly Banque pour l'Industrie et le Commerce des Comores (BIC). Careers page exists per search index (Conseiller Clientele posting seen); site's robots.txt blocked direct verification.",true,pending,Comoros,PRIVATE,https://afgbankcomores.com/
Banque Federale de Commerce,,,grey_none_verified,"Banking · HQ Moroni, serves Mohéli. Private, single-shareholder bank founded 2009 by Sheikh Sabah Jaber Moubarak Al Sabah (Kuwait); not state-owned, not listed. No dedicated careers/recruitment page located.",false,no_url,Comoros,PRIVATE,https://www.bfcbanque.com/
Amana Assurances,,,grey_none_verified,"Insurance (distribution/brokerage) · HQ Oasis, Moroni. Private Comorian insurance distributor; not state-owned, not listed. No careers/jobs section found on the company site.",false,no_url,Comoros,PRIVATE,https://amanassurances.com/
Buffalo City Metropolitan Municipality,,https://www.buffalocity.gov.za/vacancies.php,direct vacancy list,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.buffalocity.gov.za/
Nelson Mandela Bay Metropolitan Municipality,,https://www.nelsonmandelabay.gov.za/vacancies,direct vacancy list,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.nelsonmandelabay.gov.za/
Amathole District Municipality,,https://www.amathole.co.za/index.php/vacancies,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.amathole.co.za/
Sarah Baartman District Municipality,,https://www.sarahbaartman.co.za/index.php?option=com_content&view=article&id=130&Itemid=1992,pdf circular,District municipality (page not independently rendered by fetcher; based on indexed page match),true,pending,South Africa,MUNI,https://www.sarahbaartman.co.za/
Chris Hani District Municipality,,https://www.chrishanidm.gov.za/careers/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.chrishanidm.gov.za/
Joe Gqabi District Municipality,,https://jgdm.gov.za/vacancies/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://jgdm.gov.za/
OR Tambo District Municipality,,https://ortambodm.gov.za/vacancies/,js,District municipality,true,pending,South Africa,MUNI,https://ortambodm.gov.za/
Alfred Nzo District Municipality,,https://www.andm.gov.za/vacancies/,pdf circular,District municipality (page not independently rendered by fetcher; based on indexed page match),true,pending,South Africa,MUNI,https://www.andm.gov.za/
Mangaung Metropolitan Municipality,,https://www.mangaung.co.za/category/vacancies/,pdf circular,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.mangaung.co.za/
Xhariep District Municipality,,,none,District municipality (domain resolves but serves only a bare directory listing; site appears down),false,no_url,South Africa,MUNI,https://xhariep.gov.za/
Lejweleputswa District Municipality,,https://www.lejweleputswa.fs.gov.za/?page_id=3573,pdf circular,District municipality (redirect loop on direct fetch; based on homepage plus indexed title match),true,pending,South Africa,MUNI,https://www.lejweleputswa.fs.gov.za/
Thabo Mofutsanyana District Municipality,,http://www.thabomofutsanyana.gov.za/Vacancies.aspx,pdf circular,District municipality (site is HTTP-only; no working HTTPS),true,pending,South Africa,MUNI,http://www.thabomofutsanyana.gov.za/
Fezile Dabi District Municipality,,https://feziledabi.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://feziledabi.gov.za/
City of Johannesburg Metropolitan Municipality,,https://joburg.org.za/work_/Pages/Work%20in%20Joburg/Vacancies/Vacancies.aspx,direct vacancy list,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.joburg.org.za/
City of Tshwane Metropolitan Municipality,,https://careers.tshwane.gov.za/,js,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.tshwane.gov.za/
City of Ekurhuleni Metropolitan Municipality,,https://vacancies.ekurhuleni.gov.za/web/job/careers,js,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.ekurhuleni.gov.za/
Sedibeng District Municipality,,,none,District municipality (official site unreachable after multiple attempts),false,no_url,South Africa,MUNI,
West Rand District Municipality,,https://www.wrdm.gov.za/jobs/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.wrdm.gov.za/
eThekwini Metropolitan Municipality,,https://www.durban.gov.za/page/jobs,direct vacancy list,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.durban.gov.za/
Zululand District Municipality,,,none,District municipality (vacancies page unreachable after multiple attempts),false,no_url,South Africa,MUNI,https://www.zululand.gov.za/
Uthukela District Municipality,,http://www.uthukela.gov.za/vacancies/posts-available,pdf circular,District municipality,true,pending,South Africa,MUNI,http://www.uthukela.gov.za/
Umkhanyakude District Municipality,,https://www.ukdm.gov.za/index.php/vacancies?layout=table,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.ukdm.gov.za/
Amajuba District Municipality,,https://www.amajuba.gov.za/vacancies.php,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.amajuba.gov.za/
Harry Gwala District Municipality,,https://www.harrygwaladm.gov.za/vacancies.html,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.harrygwaladm.gov.za/
uMgungundlovu District Municipality,,,none,District municipality (official site unreachable after multiple attempts),false,no_url,South Africa,MUNI,
Umzinyathi District Municipality,,https://www.umzinyathi.gov.za/vacancies/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.umzinyathi.gov.za/
iLembe District Municipality,,https://ilembe.gov.za/current-vacancies/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://ilembe.gov.za/
King Cetshwayo District Municipality,,,none,District municipality (official site unreachable after multiple attempts),false,no_url,South Africa,MUNI,
Ugu District Municipality,,https://ugu.gov.za/vacancy/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://ugu.gov.za/
Mopani District Municipality,,https://www.mopani.gov.za/vacancies/vacancies.php,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.mopani.gov.za/
Vhembe District Municipality,,https://www.vhembe.gov.za/job-opportunities/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.vhembe.gov.za/
Capricorn District Municipality,,https://www.cdm.org.za/category/cdm-careers/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.cdm.org.za/
Waterberg District Municipality,,https://www.waterberg.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.waterberg.gov.za/
Sekhukhune District Municipality,,https://www.sekhukhunedistrict.gov.za/?q=vacancies,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.sekhukhunedistrict.gov.za/
Gert Sibande District Municipality,,,none,District municipality,false,no_url,South Africa,MUNI,https://www.gsibande.gov.za/
Nkangala District Municipality,,https://www.nkangaladm.gov.za/about-us/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.nkangaladm.gov.za/
Ehlanzeni District Municipality,,https://www.ehlanzeni.gov.za/vacancies/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://www.ehlanzeni.gov.za/
ZF Mgcawu District Municipality,,https://www.zfm-dm.gov.za/administration/corporate-services/human-resource-management/,js,District municipality,true,pending,South Africa,MUNI,https://www.zfm-dm.gov.za/
Frances Baard District Municipality,,https://francesbaard.gov.za/vacancies/,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://francesbaard.gov.za/
Pixley ka Seme District Municipality,,https://www.pksdm.gov.za/vacancies.html,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.pksdm.gov.za/
John Taolo Gaetsewe District Municipality,,https://taologaetsewe.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://taologaetsewe.gov.za/
Namakwa District Municipality,,https://www.namakwa-dm.gov.za/current-vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.namakwa-dm.gov.za/
Bojanala Platinum District Municipality,,https://www.bojanala.gov.za/vacancies.html,js,District municipality,true,pending,South Africa,MUNI,https://www.bojanala.gov.za/
Ngaka Modiri Molema District Municipality,,https://www.nmmdm.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.nmmdm.gov.za/
Dr Kenneth Kaunda District Municipality,,https://www.kaundadistrict.gov.za/vacancies.html,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.kaundadistrict.gov.za/
Dr Ruth Segomotsi Mompati District Municipality,,https://www.drrsmdm.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.drrsmdm.gov.za/
City of Cape Town Metropolitan Municipality,,https://www.capetown.gov.za/careers,js,Metropolitan municipality,true,pending,South Africa,MUNI,https://www.capetown.gov.za/
West Coast District Municipality,,https://westcoastdm.co.za/vacancies-2/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://westcoastdm.co.za/
Cape Winelands District Municipality,,https://www.capewinelands.gov.za/vacancies/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.capewinelands.gov.za/
Overberg District Municipality,,https://odm.org.za/current-opportunities,direct vacancy list,District municipality,true,pending,South Africa,MUNI,https://odm.org.za/
Central Karoo District Municipality,,https://skdm.co.za/careers-list,js,District municipality,true,pending,South Africa,MUNI,https://skdm.co.za/
Garden Route District Municipality,,https://www.gardenroute.gov.za/manual-job-applications/,pdf circular,District municipality,true,pending,South Africa,MUNI,https://www.gardenroute.gov.za/
Amahlathi Local Municipality,,https://amahlathi.gov.za/careers/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://amahlathi.gov.za/
Great Kei Local Municipality,,https://greatkeilm.gov.za/web/category/latest-news-updates/careers/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://greatkeilm.gov.za/web/
Mbhashe Local Municipality,,https://www.mbhashemun.gov.za/category/new-vacancies/,direct vacancy list,"Local municipality (page reachable but listings appear stale, most recent posting dated 2020)",true,pending,South Africa,MUNI,https://www.mbhashemun.gov.za/
Mnquma Local Municipality,,,none,Local municipality (site unreachable during repeated verification attempts; a vacancies page at mnquma.gov.za/category/vacancies/ is indexed but could not be confirmed live),false,no_url,South Africa,MUNI,https://www.mnquma.gov.za/
Ngqushwa Local Municipality,,https://ngqushwamun.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://ngqushwamun.gov.za/
Raymond Mhlaba Local Municipality,,https://www.raymondmhlaba.gov.za/vacancies,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.raymondmhlaba.gov.za/
Blue Crane Route Local Municipality,,https://www.bcrm.gov.za/index.php/vacancies,pdf circular,Local municipality (individual notices are downloadable PDFs),true,pending,South Africa,MUNI,https://www.bcrm.gov.za/
Dr Beyers Naudé Local Municipality,,https://bnlm.gov.za/documents/vacancies/,pdf circular,Local municipality (listings are downloadable PDF notices),true,pending,South Africa,MUNI,https://bnlm.gov.za/
Kou-Kamma Local Municipality,,https://www.koukammamunicipality.gov.za/vacancies/,direct vacancy list,Local municipality (no open vacancies listed at time of check),true,pending,South Africa,MUNI,https://www.koukammamunicipality.gov.za/
Kouga Local Municipality,,https://www.kouga.gov.za/vacancies,direct vacancy list,Local municipality (vacancies subpage timed out intermittently; homepage confirmed reachable),true,pending,South Africa,MUNI,https://www.kouga.gov.za/
Makana Local Municipality,,https://www.makana.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.makana.gov.za/
Ndlambe Local Municipality,,https://www.ndlambe.gov.za/category/vacancies/,direct vacancy list,Local municipality (no open vacancies listed at time of check),true,pending,South Africa,MUNI,https://www.ndlambe.gov.za/
Sundays River Valley Local Municipality,,https://www.srvm.gov.za/job-openings/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.srvm.gov.za/
Dr AB Xuma Local Municipality,,https://drabxumalm.gov.za/careers/,direct vacancy list,Local municipality (formerly Engcobo Local Municipality),true,pending,South Africa,MUNI,https://drabxumalm.gov.za/
Emalahleni Local Municipality (Eastern Cape),,https://www.emalahlenilm.gov.za/notices/vacancies,direct vacancy list,Local municipality (no open vacancies listed at time of check),true,pending,South Africa,MUNI,https://www.emalahlenilm.gov.za/
Enoch Mgijima Local Municipality,,https://www.enochmgijima.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.enochmgijima.gov.za/
Intsika Yethu Local Municipality,,https://www.intsikayethu.gov.za/vacancies/,direct vacancy list,Local municipality (careers subpage timed out on repeated attempts; domain confirmed reachable),true,pending,South Africa,MUNI,https://www.intsikayethu.gov.za/
Inxuba Yethemba Local Municipality,,https://iym.gov.za/index.php/jobs/,direct vacancy list,Local municipality (homepage confirmed reachable; /jobs/ subpage indexed-but-not-refetched),true,pending,South Africa,MUNI,https://iym.gov.za/
Sakhisizwe Local Municipality,,https://www.slm.gov.za/careers/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.slm.gov.za/
Elundini Local Municipality,,https://www.elundini.gov.za/category/vacancies/,direct vacancy list,Local municipality (.gov.za domain timed out; .org.za mirror confirmed reachable; indexed-but-not-refetched),true,pending,South Africa,MUNI,https://www.elundini.org.za/
Senqu Local Municipality,,https://senqu.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://senqu.gov.za/
Walter Sisulu Local Municipality,,https://www.wslm.gov.za/current-vacancies,direct vacancy list,Local municipality (page reachable; no vacancies listed at time of check),true,pending,South Africa,MUNI,https://www.wslm.gov.za/
Ingquza Hill Local Municipality,,https://www.ihlm.gov.za/document-category/vacancies/,pdf circular,Local municipality,true,pending,South Africa,MUNI,https://www.ihlm.gov.za/
King Sabata Dalindyebo Local Municipality,,https://ksd.gov.za/vacancies/,direct vacancy list,Local municipality (page reachable; no vacancies listed at time of check),true,pending,South Africa,MUNI,https://ksd.gov.za/
Kumkani Mhlontlo Local Municipality,,https://mhlontlolm.gov.za/cat_doc/mhlontlo-vacancies/,direct vacancy list,Local municipality (formerly Mhlontlo LM; specific subpage indexed-but-not-refetched),true,pending,South Africa,MUNI,https://mhlontlolm.gov.za/
Nyandeni Local Municipality,,https://www.nyandenilm.gov.za/current-vacancies,direct vacancy list,Local municipality (page reachable; no vacancies listed at time of check),true,pending,South Africa,MUNI,https://www.nyandenilm.gov.za/
Port St Johns Local Municipality,,https://psjmunicipality.gov.za/za/open-vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://psjmunicipality.gov.za/za/
Matatiele Local Municipality,,https://www.matatiele.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.matatiele.gov.za/
Ntabankulu Local Municipality,,https://ntabankulu.gov.za/category/careers/open-vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://ntabankulu.gov.za/
Umzimvubu Local Municipality,,https://www.umzimvubu.gov.za/vacancies/,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.umzimvubu.gov.za/
Winnie Madikizela-Mandela Local Municipality,,https://www.winniemmlm.gov.za/vacancies/,direct vacancy list,Local municipality (formerly Bizana LM),true,pending,South Africa,MUNI,https://www.winniemmlm.gov.za/
Letsemeng Local Municipality,,https://www.letsemeng.fs.gov.za/?page_id=743,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.letsemeng.fs.gov.za/
Kopanong Local Municipality,,https://kopanonglm.gov.za/notices/vacancies/,direct vacancy list,Local municipality (page reachable but currently empty),true,pending,South Africa,MUNI,https://kopanonglm.gov.za/
Mohokare Local Municipality,,https://www.mohokare.gov.za/vacancies.html,direct vacancy list,Local municipality,true,pending,South Africa,MUNI,https://www.mohokare.gov.za/
